OrphaCode,DisorderName,GeneSymbol,GeneName,GeneLocus
251627,Oligodendroglioma,IDH2,isocitrate dehydrogenase (NADP(+)) 2,15q26.1
251627,Oligodendroglioma,POT1,protection of telomeres 1,7q31.33
2169,Methylcobalamin deficiency type cblE,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,5p15.31
2228,Hypodontia-dysplasia of nails syndrome,MSX1,msh homeobox 1,4p16.2
2224,Hypertryptophanemia,TDO2,"tryptophan 2,3-dioxygenase",4q32.1
2229,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,LMNA,lamin A/C,1q22
2237,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,GATA3,GATA binding protein 3,10p14
2199,Epidermolytic palmoplantar keratoderma,KRT1,keratin 1,12q13.13
2199,Epidermolytic palmoplantar keratoderma,KRT9,keratin 9,17q21.2
2199,Epidermolytic palmoplantar keratoderma,KRT16,keratin 16,17q21.2
251863,Desmoplastic/nodular medulloblastoma,SUFU,SUFU negative regulator of hedgehog signaling,10q24.32
2198,Palmoplantar keratoderma-esophageal carcinoma syndrome,RHBDF2,rhomboid 5 homolog 2,17q25.1
251858,Medulloblastoma with extensive nodularity,SUFU,SUFU negative regulator of hedgehog signaling,10q24.32
2202,Palmoplantar keratoderma-deafness syndrome,GJB2,gap junction protein beta 2,13q12.11
2202,Palmoplantar keratoderma-deafness syndrome,MT-TS1,mitochondrially encoded tRNA-Ser (UCN) 1,mitochondria
251899,Choroid plexus carcinoma,TP53,tumor protein p53,17p13.1
251019,2q32q33 deletion syndrome,SATB2,SATB homeobox 2,2q33.1
251028,SATB2-associated syndrome due to a chromosomal rearrangement,SATB2,SATB homeobox 2,2q33.1
672,Pallister-Hall syndrome,GLI3,GLI family zinc finger 3,7p14.1
455,Superficial epidermolytic ichthyosis,KRT2,keratin 2,12q13.13
251061,7q31 microdeletion syndrome,FOXP2,forkhead box P2,7q31.1
251066,8p11.2 deletion syndrome,ANK1,ankyrin 1,8p11.21
251071,8p23.1 microdeletion syndrome,GATA4,GATA binding protein 4,8p23.1
2273,Ichthyosis follicularis-alopecia-photophobia syndrome,MBTPS2,"membrane bound transcription factor peptidase, site 2",Xp22.12
139,CHILD syndrome,NSDHL,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL,Xq28
457,Harlequin ichthyosis,ABCA12,ATP binding cassette subfamily A member 12,2q35
251056,6q25.2q25.3 microdeletion syndrome,ARID1B,AT-rich interaction domain 1B,6q25.3
2239,Familial isolated hypoparathyroidism due to agenesis of parathyroid gland,GCM2,glial cells missing transcription factor 2,6p24.2
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,LMOD1,leiomodin 1,1q32.1
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,MYH11,myosin heavy chain 11,16p13.11
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,ACTG2,"actin gamma 2, smooth muscle",2p13.1
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,MYLK,myosin light chain kinase,3q21.1
250984,Autosomal recessive Stickler syndrome,COL9A1,collagen type IX alpha 1 chain,6q13
250984,Autosomal recessive Stickler syndrome,COL9A2,collagen type IX alpha 2 chain,1p34.2
250984,Autosomal recessive Stickler syndrome,COL9A3,collagen type IX alpha 3 chain,20q13.33
250984,Autosomal recessive Stickler syndrome,LOXL3,lysyl oxidase like 3,2p13.1
250977,AICA-ribosiduria,ATIC,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase,2q35
2250,Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1,18p11.32
250923,Isolated aniridia,PAX6,paired box 6,11p13
250923,Isolated aniridia,TRIM44,tripartite motif containing 44,11p13
250923,Isolated aniridia,FOXC1,forkhead box C1,6p25.3
250972,Polymicrogyria with optic nerve hypoplasia,TUBA8,tubulin alpha 8,22q11.21
2255,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome,GATA6,GATA binding protein 6,18q11.2
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,HBB,hemoglobin subunit beta,11p15.4
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,BCL11A,BCL11 transcription factor A,2p16.1
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,HBG1,hemoglobin subunit gamma 1,11p15.4
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,HBG2,hemoglobin subunit gamma 2,11p15.4
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,KLF1,KLF transcription factor 1,19p13.13
251383,CK syndrome,NSDHL,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL,Xq28
251370,Sickle cell S-D Punjab disease,HBB,hemoglobin subunit beta,11p15.4
251375,Sickle cell S-E disease,HBB,hemoglobin subunit beta,11p15.4
251365,Sickle cell S-C disease,HBB,hemoglobin subunit beta,11p15.4
2319,Juberg-Hayward syndrome,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2,8p21.1
251523,Hyperzincemia and hypercalprotectinemia,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,15q24.3
2315,Johanson-Blizzard syndrome,UBR1,ubiquitin protein ligase E3 component n-recognin 1,15q15.2
251510,"46,XY partial gonadal dysgenesis",DHX37,DEAH-box helicase 37,12q24.31
251510,"46,XY partial gonadal dysgenesis",WT1,WT1 transcription factor,11p13
251510,"46,XY partial gonadal dysgenesis",SOX9,SRY-box transcription factor 9,17q24.3
251510,"46,XY partial gonadal dysgenesis",SRY,sex determining region Y,Yp11.2
251510,"46,XY partial gonadal dysgenesis",WWOX,WW domain containing oxidoreductase,16q23.1-q23.2
251510,"46,XY partial gonadal dysgenesis",ZFPM2,"zinc finger protein, FOG family member 2",8q23
251510,"46,XY partial gonadal dysgenesis",GATA4,GATA binding protein 4,8p23.1
251510,"46,XY partial gonadal dysgenesis",NR0B1,nuclear receptor subfamily 0 group B member 1,Xp21.2
251510,"46,XY partial gonadal dysgenesis",NR5A1,nuclear receptor subfamily 5 group A member 1,9q33.3
251510,"46,XY partial gonadal dysgenesis",MAP3K1,mitogen-activated protein kinase kinase kinase 1,5q11.2
251510,"46,XY partial gonadal dysgenesis",VAMP7,vesicle associated membrane protein 7,Xq28 and Yq12
2309,Pachyonychia congenita,KRT16,keratin 16,17q21.2
2309,Pachyonychia congenita,KRT17,keratin 17,17q21.2
2309,Pachyonychia congenita,KRT6A,keratin 6A,12q13.13
2309,Pachyonychia congenita,KRT6B,keratin 6B,12q13.13
251393,Localized junctional epidermolysis bullosa,COL17A1,collagen type XVII alpha 1 chain,10q25.1
251393,Localized junctional epidermolysis bullosa,ITGB4,integrin subunit beta 4,17q25.1
2307,IVIC syndrome,SALL4,spalt like transcription factor 4,20q13.2
251295,Pigmented paravenous retinochoroidal atrophy,CRB1,crumbs cell polarity complex component 1,1q31.3
251290,Parietal foramina with clavicular hypoplasia,MSX2,msh homeobox 2,5q35.2
251287,Benign concentric annular macular dystrophy,IMPG1,interphotoreceptor matrix proteoglycan 1,6q14.1
251282,Autosomal dominant spastic ataxia type 1,VAMP1,vesicle associated membrane protein 1,12p13.31
251279,Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,MFRP,membrane frizzled-related protein,11q23.3
251274,Familial hyperaldosteronism type III,KCNJ5,potassium inwardly rectifying channel subfamily J member 5,11q24.3
251262,Familial osteochondritis dissecans,ACAN,aggrecan,15q26.1
251347,Ataxia-telangiectasia-like disorder,MRE11,"MRE11 homolog, double strand break repair nuclease",11q21
2289,Neuronal intranuclear inclusion disease,NOTCH2NLC,notch 2 N-terminal like C,1q21.2
2290,Microvillus inclusion disease,MYO5B,myosin VB,18q21.1
2290,Microvillus inclusion disease,STX3,syntaxin 3,11q12.1
254857,Lethal infantile mitochondrial myopathy,MT-TT,mitochondrially encoded tRNA-Thr (ACN),mitochondria
2678,Familial isolated café-au-lait macules,LZTR1,leucine zipper like post translational regulator 1,22q11.21
254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,TRMU,tRNA mitochondrial 2-thiouridylase,22q13.31
254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,MT-TE,mitochondrially encoded tRNA-Glu (GAA/G),mitochondria
2662,Keipert syndrome,GPC4,glypican 4,Xq26.2
1475,Renal coloboma syndrome,PAX2,paired box 2,10q24.31
2670,Pierson syndrome,LAMB2,laminin subunit beta 2,3p21.31
254930,Combined oxidative phosphorylation defect type 7,MTRFR,mitochondrial translation release factor in rescue,12q24.31
254925,Combined oxidative phosphorylation defect type 4,TUFM,"Tu translation elongation factor, mitochondrial",16p11.2
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,VPS33B,VPS33B late endosome and lysosome associated,15q26.1
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,VIPAS39,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",14q24.3
254920,Combined oxidative phosphorylation defect type 2,MRPS16,mitochondrial ribosomal protein S16,10q22.2
254913,Isolated ATP synthase deficiency,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,mitochondria
254913,Isolated ATP synthase deficiency,ATP5MK,ATP synthase membrane subunit k,10q24.33
254913,Isolated ATP synthase deficiency,MT-ATP8,mitochondrially encoded ATP synthase membrane subunit 8,mitochondria
254913,Isolated ATP synthase deficiency,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,17p11.2
254913,Isolated ATP synthase deficiency,ATP5F1E,ATP synthase F1 subunit epsilon,20q13.32
254913,Isolated ATP synthase deficiency,ATP5F1A,ATP synthase F1 subunit alpha,18q21.1
254913,Isolated ATP synthase deficiency,ATP5F1D,ATP synthase F1 subunit delta,19p13.3
255182,Pyruvate dehydrogenase E3-binding protein deficiency,PDHX,pyruvate dehydrogenase complex component X,11p13
2701,Noonan syndrome-like disorder with loose anagen hair,PPP1CB,protein phosphatase 1 catalytic subunit beta,2p23.2
2701,Noonan syndrome-like disorder with loose anagen hair,SHOC2,SHOC2 leucine rich repeat scaffold protein,10q25.2
255138,Pyruvate dehydrogenase E1-beta deficiency,PDHB,pyruvate dehydrogenase E1 subunit beta,3p14.3
255132,Adult-onset autosomal recessive sideroblastic anemia,GLRX5,glutaredoxin 5,14q32.13
2698,Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome,GJB2,gap junction protein beta 2,13q12.11
254886,Autosomal recessive progressive external ophthalmoplegia,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1
254886,Autosomal recessive progressive external ophthalmoplegia,TK2,thymidine kinase 2,16q21
254881,Spinocerebellar ataxia with epilepsy,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1
254875,"Mitochondrial DNA depletion syndrome, myopathic form",TK2,thymidine kinase 2,16q21
254905,Isolated cytochrome C oxidase deficiency,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10,17p12
254905,Isolated cytochrome C oxidase deficiency,MT-CO1,mitochondrially encoded cytochrome c oxidase I,mitochondria
254905,Isolated cytochrome C oxidase deficiency,MT-CO2,mitochondrially encoded cytochrome c oxidase II,mitochondria
254905,Isolated cytochrome C oxidase deficiency,MT-CO3,mitochondrially encoded cytochrome c oxidase III,mitochondria
254905,Isolated cytochrome C oxidase deficiency,COX6B1,cytochrome c oxidase subunit 6B1,19q13.12
254905,Isolated cytochrome C oxidase deficiency,COX14,cytochrome c oxidase assembly factor COX14,12q13.12
254905,Isolated cytochrome C oxidase deficiency,COX16,cytochrome c oxidase assembly factor COX16,14q24.2
254905,Isolated cytochrome C oxidase deficiency,COX4I1,cytochrome c oxidase subunit 4I1,16q24.1
254905,Isolated cytochrome C oxidase deficiency,COX20,cytochrome c oxidase assembly factor COX20,1q44
254905,Isolated cytochrome C oxidase deficiency,COA3,cytochrome c oxidase assembly factor 3,17q21.2
254905,Isolated cytochrome C oxidase deficiency,COX8A,cytochrome c oxidase subunit 8A,11q13.1
254905,Isolated cytochrome C oxidase deficiency,COX6A2,cytochrome c oxidase subunit 6A2,16p11.2
254905,Isolated cytochrome C oxidase deficiency,PET117,PET117 cytochrome c oxidase chaperone,20p11.23
254905,Isolated cytochrome C oxidase deficiency,COX5A,cytochrome c oxidase subunit 5A,15q24.2
254902,Renal tubulopathy-encephalopathy-liver failure syndrome,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone",2q35
254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome,PDSS1,decaprenyl diphosphate synthase subunit 1,10p12.1
254892,Autosomal dominant progressive external ophthalmoplegia,POLG,"DNA polymerase gamma, catalytic subunit",15q26.1
254892,Autosomal dominant progressive external ophthalmoplegia,POLG2,"DNA polymerase gamma 2, accessory subunit",17q23.3
254892,Autosomal dominant progressive external ophthalmoplegia,SLC25A4,solute carrier family 25 member 4,4q35.1
254892,Autosomal dominant progressive external ophthalmoplegia,TWNK,twinkle mtDNA helicase,10q24.31
254892,Autosomal dominant progressive external ophthalmoplegia,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,8q22.3
2712,Oculofaciocardiodental syndrome,BCOR,BCL6 corepressor,Xp11.4
2717,Oculotrichoanal syndrome,FREM1,FRAS1 related extracellular matrix 1,9p22.3
2704,Urofacial syndrome,HPSE2,heparanase 2 (inactive),10q24.2
2704,Urofacial syndrome,LRIG2,leucine rich repeats and immunoglobulin like domains 2,1p13.2
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ATP6,mitochondrially encoded ATP synthase membrane subunit 6,mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND1,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1,mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND2,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2,mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND3,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3,mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND4,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND5,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5,mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND6,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6,mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TL1,mitochondrially encoded tRNA-Leu (UUA/G) 1,mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TK,mitochondrially encoded tRNA-Lys (AAA/G),mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TW,mitochondrially encoded tRNA-Trp (UGA/G),mitochondria
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TV,mitochondrially encoded tRNA-Val (GUN),mitochondria
255229,Navajo neurohepatopathy,MPV17,mitochondrial inner membrane protein MPV17,2p23.3
2707,"Oculocerebrofacial syndrome, Kaufman type",UBE3B,ubiquitin protein ligase E3B,12q24.11
255235,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,8q22.3
2710,Oculodentodigital dysplasia,GJA1,gap junction protein alpha 1,6q22.31
2721,Odonto-onycho-dermal dysplasia,WNT10A,Wnt family member 10A,2q35
260305,Autosomal recessive sideroblastic anemia,SLC25A38,solute carrier family 25 member 38,3p22.1
260305,Autosomal recessive sideroblastic anemia,HSPA9,heat shock protein family A (Hsp70) member 9,5q31.2
2754,Orofaciodigital syndrome type 6,FAM149B1,family with sequence similarity 149 member B1,10q22.2
2754,Orofaciodigital syndrome type 6,OFD1,OFD1 centriole and centriolar satellite protein,Xp22.2
2754,Orofaciodigital syndrome type 6,TMEM216,transmembrane protein 216,11q13.1
2754,Orofaciodigital syndrome type 6,KIF7,kinesin family member 7,15q26.1
2754,Orofaciodigital syndrome type 6,CPLANE1,ciliogenesis and planar polarity effector complex subunit 1,5p13.2
2754,Orofaciodigital syndrome type 6,TCTN3,tectonic family member 3,10q24.1
2754,Orofaciodigital syndrome type 6,PDE6D,phosphodiesterase 6D,2q37.1
2754,Orofaciodigital syndrome type 6,TMEM231,transmembrane protein 231,16q23.1
2754,Orofaciodigital syndrome type 6,TOPORS,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",9p21.1
2754,Orofaciodigital syndrome type 6,KIAA0753,KIAA0753,17p13.1
2753,Orofaciodigital syndrome type 4,TCTN3,tectonic family member 3,10q24.1
2751,Orofaciodigital syndrome type 2,NEK1,NIMA related kinase 1,4q33
252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,SH3PXD2A,SH3 and PX domains 2A,10q24.33
252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,HTRA1,HtrA serine peptidase 1,10q26.13
2750,Orofaciodigital syndrome type 1,OFD1,OFD1 centriole and centriolar satellite protein,Xp22.2
661,Congenital central hypoventilation syndrome,LBX1,ladybird homeobox 1,10q24.32
661,Congenital central hypoventilation syndrome,PHOX2B,paired like homeobox 2B,4p13
661,Congenital central hypoventilation syndrome,EDN3,endothelin 3,20q13.32
661,Congenital central hypoventilation syndrome,GDNF,glial cell derived neurotrophic factor,5p13.2
661,Congenital central hypoventilation syndrome,MYO1H,myosin IH,12q24.11
661,Congenital central hypoventilation syndrome,BDNF,brain derived neurotrophic factor,11p14.1
254361,Plectin-related limb-girdle muscular dystrophy R17,PLEC,plectin,8q24.3
2774,Multicentric carpo-tarsal osteolysis with or without nephropathy,MAFB,MAF bZIP transcription factor B,20q12
2770,Nasu-Hakola disease,TREM2,triggering receptor expressed on myeloid cells 2,6p21.1
2770,Nasu-Hakola disease,TYROBP,transmembrane immune signaling adaptor TYROBP,19q13.12
254343,Autosomal recessive spastic ataxia-optic atrophy-dysarthria syndrome,MTPAP,mitochondrial poly(A) polymerase,10p11.23
254334,Autosomal recessive intermediate Charcot-Marie-Tooth disease type B,KARS1,lysyl-tRNA synthetase 1,16q23.1
2762,Progressive osseous heteroplasia,GNAS,GNAS complex locus,20q13.32
252212,Malignant triton tumor,SH3PXD2A,SH3 and PX domains 2A,10q24.33
252212,Malignant triton tumor,HTRA1,HtrA serine peptidase 1,10q26.13
2763,Osteocraniostenosis,FAM111A,FAM111 trypsin like peptidase A,11q12.1
252206,Melanoma and neural system tumor syndrome,CDKN2A,cyclin dependent kinase inhibitor 2A,9p21.3
252202,Constitutional mismatch repair deficiency syndrome,PMS2,"PMS1 homolog 2, mismatch repair system component",7p22.1
252202,Constitutional mismatch repair deficiency syndrome,MLH1,mutL homolog 1,3p22.2
252202,Constitutional mismatch repair deficiency syndrome,MSH2,mutS homolog 2,2p21-p16.3
252202,Constitutional mismatch repair deficiency syndrome,MSH6,mutS homolog 6,2p16.3
2792,Otofaciocervical syndrome,EYA1,EYA transcriptional coactivator and phosphatase 1,8q13.3
2792,Otofaciocervical syndrome,PAX1,paired box 1,20p11.22
254525,Temple syndrome due to paternal 14q32.2 microdeletion,MEG3,maternally expressed 3,14q32.2
254525,Temple syndrome due to paternal 14q32.2 microdeletion,DLK1,delta like non-canonical Notch ligand 1,14q32.2
254525,Temple syndrome due to paternal 14q32.2 microdeletion,RTL1,retrotransposon Gag like 1,14q32.2
